run_id,partner_id,name,legacy_partner_source,legacy_partner_id,old_active,old_customer_rank,old_supplier_rank,base_customer_rank,base_supplier_rank,target_active,target_customer_rank,target_supplier_rank,changed
prod_sim_partner_base_info_restore_20260506T083411Z,111,称:四川博钰诚建筑工程有限公司,company_supplier,00006dd296c34976bfd48231c3d25372,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,112,四川金通检测有限公司,company_supplier,00128712d8524bc49503f998a3ff9477,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,113,绵竹市剑南镇恩泽超市,company_supplier,004073d55ad84c79af2f7e51db48eb59,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,114,旌阳区黄许镇李氏木材经营部,company_supplier,005a8aafe58e471ebf71398e5e5a0c4d,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,115,凉山州渝佳商贸有限公司,company_supplier,005fe89b5fd745749c3f47565e518e9c,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,116,格尔木李佳顺机械租赁部,company_supplier,0061e4d535de4b69bc2d46b82c1d9123,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,117,四川杉尘建筑工程有限公司,company_supplier,0072ef1bb1d841dc8a59e627ccc5b09f,True,1,1,1,1,True,1,1,False
prod_sim_partner_base_info_restore_20260506T083411Z,118,中江县南华镇邹明孝机械设备租赁服务部,company_supplier,00b28f3acd344199bdbfc9ef59a84192,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,119,（错误不选）德阳市新棉科技有限公司,company_supplier,00f69d756d6e47a2a6289dc95630543b,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,120,成都鸿泰润翔保温材料有限公司,company_supplier,0114b4fccc46464096590f8411216fa2,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,121,旌阳区和鑫石材加工厂,company_supplier,011cd26ca5de48299e16a9195300a49a,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,122,成都红泰塑胶管业有限公司,company_supplier,015b488a8dad4eacb492816a23f4f655,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,123,苍溪县从锦建材有限公司,company_supplier,016a1e14c2754efb82749ed29246c4a3,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,124,彭州市丽春镇涌泉建材经营部,company_supplier,0190c2c9c1d240738d4d7587f29a894d,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,125,巴中市宏达钢材有限公司,company_supplier,0192b477ccf34c34bad7d7b55fe8d60d,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,126,新疆阿斯帕里提公路养护有限公司,company_supplier,01a3bbd96bb44985bfc7190fffa8c775,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,127,成都鑫蓉逸商贸有限公司,company_supplier,01ab9e3994244764a95a674829f83967,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,128,四川万桥建筑劳务有限公司,company_supplier,01b725776a87482f81c92a276403342d,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,129,重庆迪大迪建材有限公司,company_supplier,01ca2fcc94ba464d98962afda6cdef38,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,130,永川区安其建材经营部,company_supplier,01d70f6226284f4f8d9becb0ca36d22d,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,131,旌阳区新鑫建材销售部,company_supplier,01fce5aa34054533a872bbe7c04dd72d,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,132,中国平安财产保险股份有限公司江苏分公司,company_supplier,0224de89bb7b4ca59484e92da6e59b6b,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,133,重庆映锦建筑劳务有限公司,company_supplier,0232c081e88e4597afdd82ea9f2fd491,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,134,陈嗣香1,company_supplier,0233e566710540599a8c1b1ba92b5c26,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,135,成都德爱电气有限公司,company_supplier,0240a51b7e8f42bb8523bed44fa191b0,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,136,四川美克罗建材有限公司,company_supplier,02588a8fccef43768baef7565247346c,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,137,旌阳区瑞博尔建材经营部,company_supplier,025abcc09a8a4b8aa8e7457c611503c9,False,0,0,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,138,江西久鼎人力资源服务有限公司,company_supplier,0292029efaef4815a65e476eb75941c4,True,0,1,1,1,True,1,1,True
prod_sim_partner_base_info_restore_20260506T083411Z,139,重庆轩恩建设工程有限公司,company_supplier,02ae8dbd5dec410b8841ba40c611f339,True,0,1,1,1,True,1,1,True
