legacy_partner_source,legacy_partner_id,legacy_partner_name,name,company_type,supplier_rank,customer_rank,sc_supplier_type,sc_account_name,sc_bank_name,sc_bank_account,vat,legacy_credit_code,legacy_tax_no,legacy_source_evidence,source_project_name,source_document_state,source_push_result,source_tax_rate,source_created_by,source_created_at,review_flags
xlsx_supplier_cooperat_company,GYS-20250814-003,德阳志宏远吊装有限公司,德阳志宏远吊装有限公司,company,1,0,material,德阳志宏远吊装有限公司,中国银行股份有限公司罗江支行,121271684520,91510604MA69K99H6W,91510604MA69K99H6W,,1供应商_合作单位639136856545326250.xlsx: row 529; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,徐丹,2025-08-14 00:00,
xlsx_supplier_cooperat_company,GYS-20250814-002,西藏志合建材有限公司,西藏志合建材有限公司,company,1,0,material,西藏志合建材有限公司,中国建设银行股份有限公司拉萨城西支行,540501023660881688,91540125MAEM78GJX9,91540125MAEM78GJX9,,1供应商_合作单位639136856545326250.xlsx: row 530; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,徐丹,2025-08-14 00:00,
xlsx_supplier_cooperat_company,GYS-20250814-001,浙江正岐建筑劳务有限公司,浙江正岐建筑劳务有限公司,company,1,0,material,浙江正岐建筑劳务有限公司,招商银行杭州北部软件园小微企业专营支行,571918156710806,91330106676779085Q,91330106676779085Q,,1供应商_合作单位639136856545326250.xlsx: row 531; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,李俭锋,2025-08-14 00:00,
xlsx_supplier_cooperat_company,GYS-20250813-003,莎车唯爱建筑材料销售店(个体工商户),莎车唯爱建筑材料销售店(个体工商户),company,1,0,material,莎车唯爱建筑材料销售店(个体工商户),中国工商银行股份有限公司莎车支行,3012372009200279497,92653125MAE2G8E291,92653125MAE2G8E291,,1供应商_合作单位639136856545326250.xlsx: row 532; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,肖辉玖,2025-08-13 00:00,
xlsx_supplier_cooperat_company,GYS-20250813-002,莎车巨爱建筑材料销售店(个体工商户),莎车巨爱建筑材料销售店(个体工商户),company,1,0,material,莎车巨爱建筑材料销售店(个体工商户),中国工商银行股份有限公司莎车支行,3012372009200278746,92653125MAE1KXM61G,92653125MAE1KXM61G,,1供应商_合作单位639136856545326250.xlsx: row 533; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,肖辉玖,2025-08-13 00:00,
xlsx_supplier_cooperat_company,GYS-20250813-001,西藏浩诺图文广告有限公司,西藏浩诺图文广告有限公司,company,1,0,material,西藏浩诺图文广告有限公司,中信银行股份有限公司拉萨分行营业部,8116201014200017078,91540194MA7MRXPH5B,91540194MA7MRXPH5B,,1供应商_合作单位639136856545326250.xlsx: row 534; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,李林旭,2025-08-13 00:00,
xlsx_supplier_cooperat_company,GYS-20250812-002,重庆添祥机械设备有限公司,重庆添祥机械设备有限公司,company,1,0,material,重庆添祥机械设备有限公司,中国民生银行重庆大渡口支行,151074865,91500107MA5U79N02H,91500107MA5U79N02H,,1供应商_合作单位639136856545326250.xlsx: row 535; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,李俭锋,2025-08-12 00:00,
xlsx_supplier_cooperat_company,GYS-20250812-001,英吉沙文鹏技术服务中心（个体工商户）,英吉沙文鹏技术服务中心（个体工商户）,company,1,0,material,英吉沙文鹏技术服务中心（个体工商户）,中国农业银行股份有限公司英吉沙县支行,30506201040018957,92653123MADL0A269Y,92653123MADL0A269Y,,1供应商_合作单位639136856545326250.xlsx: row 536; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,肖辉玖,2025-08-12 00:00,
xlsx_supplier_cooperat_company,GYS-20250811-010,高新区兴辰星建材经营部,高新区兴辰星建材经营部,company,1,0,material,高新区兴辰星建材经营部,中国建设银行股份有限公司汶川支行,6217003750001175000,92510100MACB63JHXT,92510100MACB63JHXT,,1供应商_合作单位639136856545326250.xlsx: row 537; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,李林旭,2025-08-11 00:00,
xlsx_supplier_cooperat_company,GYS-20250811-009,常州欧煌光电科技有限公司,常州欧煌光电科技有限公司,company,1,0,material,常州欧煌光电科技有限公司,江苏银行常州邹区支行,82300188000130376,,,,1供应商_合作单位639136856545326250.xlsx: row 538; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,陈天友,2025-08-11 00:00,invalid_or_placeholder_credit
xlsx_supplier_cooperat_company,GYS-20250811-008,新疆鑫川黔商贸有限公司,新疆鑫川黔商贸有限公司,company,1,0,material,新疆鑫川黔商贸有限公司,新疆喀什农村商业银行股份有限公司曙光商贸城支行,860040312010106383388,91653101MA7772WB32,91653101MA7772WB32,,1供应商_合作单位639136856545326250.xlsx: row 539; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,肖辉玖,2025-08-11 00:00,
xlsx_supplier_cooperat_company,GYS-20250807-005,成都丽莹清洁服务有限公司,成都丽莹清洁服务有限公司,company,1,0,material,成都丽莹清洁服务有限公司,中国银行股份有限公司成都白兰地广场支行,119881443101,915101073952598846,915101073952598846,,1供应商_合作单位639136856545326250.xlsx: row 540; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,陈天友,2025-08-07 00:00,
xlsx_supplier_cooperat_company,GYS-20250806-001,乐山盛泓翔建材有限公司,乐山盛泓翔建材有限公司,company,1,0,material,乐山盛泓翔建材有限公司,中国农业银行股份有限公司夹江复兴支行,22379201040003094,91511126MA69TCTB12,91511126MA69TCTB12,,1供应商_合作单位639136856545326250.xlsx: row 541; 单据状态=审核通过; 推送结果=推送成功; 合作类型=材料,公司综合平台,审核通过,推送成功,,李林旭,2025-08-06 00:00,
