partner_id,legacy_partner_source,legacy_partner_id,name,customer_rank,supplier_rank,action
8474,xlsx_supplier_cooperat_company,name:四川昌意兴建筑劳务有限公司,四川昌意兴建筑劳务有限公司,1,1,create_new_xlsx_identity
8475,xlsx_supplier_cooperat_company,name:四川朗照律师事务所,四川朗照律师事务所,0,1,create_new_xlsx_identity
8476,xlsx_supplier_cooperat_company,name:四川标企信用评估服务有限公司,四川标企信用评估服务有限公司,0,1,create_new_xlsx_identity
8477,xlsx_supplier_cooperat_company,name:四川森橼暖通设备有限公司,四川森橼暖通设备有限公司,0,1,create_new_xlsx_identity
8478,xlsx_supplier_cooperat_company,name:四川淼森飞国建材有限公司,四川淼森飞国建材有限公司,0,1,create_new_xlsx_identity
8479,xlsx_supplier_cooperat_company,credit:91510114MABM81GPXN,四川瑞欣恒达建材销售有限公司,0,1,create_new_xlsx_identity
8480,xlsx_supplier_cooperat_company,name:四川省第四建筑有限公司,四川省第四建筑有限公司,1,1,create_new_xlsx_identity
8481,xlsx_supplier_cooperat_company,name:四川省职业安全健康协会,四川省职业安全健康协会,0,1,create_new_xlsx_identity
8482,xlsx_supplier_cooperat_company,name:四川省聚益彰企业管理有限公司,四川省聚益彰企业管理有限公司,0,1,create_new_xlsx_identity
8483,xlsx_supplier_cooperat_company,credit:91510603MAC7T29H5Y,四川省鑫顺发机械租赁有限公司,0,1,create_new_xlsx_identity
8484,xlsx_supplier_cooperat_company,credit:91510682MAC96RFT6B,四川知诚博众商贸有限公司,0,1,create_new_xlsx_identity
8485,xlsx_supplier_cooperat_company,name:四川美克罗建材有限公司,四川美克罗建材有限公司,0,1,create_new_xlsx_identity
8486,xlsx_supplier_cooperat_company,credit:91510600MA6235130R,四川美迅达通讯有限责任公司德阳分公司,0,1,create_new_xlsx_identity
8487,xlsx_supplier_cooperat_company,credit:91510600MA63MA972K,四川航兴建筑工程有限公司,0,1,create_new_xlsx_identity
8488,xlsx_supplier_cooperat_company,credit:91510100MA6CX53CXH,四川长腾建筑劳务有限公司,0,1,create_new_xlsx_identity
8489,xlsx_supplier_cooperat_company,name:四川隆强建筑设备租赁有限公司,四川隆强建筑设备租赁有限公司,0,1,create_new_xlsx_identity
8490,xlsx_supplier_cooperat_company,name:四川雨龙舰物流有限公司,四川雨龙舰物流有限公司,0,1,create_new_xlsx_identity
8491,xlsx_supplier_cooperat_company,name:四川顺丰速运有限公司,四川顺丰速运有限公司,0,1,create_new_xlsx_identity
8492,xlsx_supplier_cooperat_company,credit:91510704MA624C8A7P,四川鼎智盛工程项目管理有限公司,0,1,create_new_xlsx_identity
8493,xlsx_supplier_cooperat_company,credit:91630121MABJ90CC8F,大通通利水泥制品有限公司,0,1,create_new_xlsx_identity
8494,xlsx_supplier_cooperat_company,name:天恒融资担保有限公司,天恒融资担保有限公司,0,1,create_new_xlsx_identity
8495,xlsx_supplier_cooperat_company,credit:92510603MA65EGQ75L,宏安吊装,0,1,create_new_xlsx_identity
8496,xlsx_supplier_cooperat_company,name:工保网保险经纪有限公司,工保网保险经纪有限公司,0,1,create_new_xlsx_identity
8497,xlsx_supplier_cooperat_company,name:广联达科技股份有限公司成都分公司,广联达科技股份有限公司成都分公司,0,1,create_new_xlsx_identity
8498,xlsx_supplier_cooperat_company,credit:653101198704220813,库尔班江·依明,0,1,create_new_xlsx_identity
8499,xlsx_supplier_cooperat_company,name:建信融通有限责任公司,建信融通有限责任公司,0,1,create_new_xlsx_identity
8500,xlsx_supplier_cooperat_company,name:张文翠,张文翠,0,1,create_new_xlsx_identity
8501,xlsx_supplier_cooperat_company,name:徐丹,徐丹,0,1,create_new_xlsx_identity
8502,xlsx_supplier_cooperat_company,name:德阳云申建材有限公司,德阳云申建材有限公司,0,1,create_new_xlsx_identity
8503,xlsx_supplier_cooperat_company,name:德阳共创天成装饰建材工程有限公司,德阳共创天成装饰建材工程有限公司,0,1,create_new_xlsx_identity
8504,xlsx_supplier_cooperat_company,credit:91510603MAC4FBRN40,德阳兴灏工程机械租赁有限公司,0,1,create_new_xlsx_identity
8505,xlsx_supplier_cooperat_company,name:德阳四通民建水泥制品有限公司,德阳四通民建水泥制品有限公司,0,1,create_new_xlsx_identity
8506,xlsx_supplier_cooperat_company,credit:91510600MA6B9X0K0P,德阳市兴明鸿混凝土有限责任公司,0,1,create_new_xlsx_identity
8507,xlsx_supplier_cooperat_company,name:德阳市兴明鸿混凝土有限责任公司,德阳市兴明鸿混凝土有限责任公司,0,1,create_new_xlsx_identity
8508,xlsx_supplier_cooperat_company,name:德阳市区德谦建材经营部,德阳市区德谦建材经营部,0,1,create_new_xlsx_identity
8509,xlsx_supplier_cooperat_company,credit:91510600MA68L79N4Q,德阳市华壹商贸有限公司,0,1,create_new_xlsx_identity
8510,xlsx_supplier_cooperat_company,credit:91510600711833594K,德阳市天韵文化发展有限公司天韵酒店,0,1,create_new_xlsx_identity
8511,xlsx_supplier_cooperat_company,name:德阳市天韵文化发展有限公司天韵酒店,德阳市天韵文化发展有限公司天韵酒店,0,1,create_new_xlsx_identity
8512,xlsx_supplier_cooperat_company,name:德阳市巨鑫金属制品有限公司,德阳市巨鑫金属制品有限公司,0,1,create_new_xlsx_identity
8513,xlsx_supplier_cooperat_company,name:德阳市庆源物资有限公司,德阳市庆源物资有限公司,0,1,create_new_xlsx_identity
8514,xlsx_supplier_cooperat_company,name:德阳市康路公路养护工程有限公司,德阳市康路公路养护工程有限公司,0,1,create_new_xlsx_identity
8515,xlsx_supplier_cooperat_company,credit:91510600MA69TR3825,德阳市旌创建设工程有限公司,0,1,create_new_xlsx_identity
8516,xlsx_supplier_cooperat_company,name:德阳市旌创建设工程有限公司,德阳市旌创建设工程有限公司,0,1,create_new_xlsx_identity
8517,xlsx_supplier_cooperat_company,name:德阳市杰阳资产运营管理有限公司,德阳市杰阳资产运营管理有限公司,0,1,create_new_xlsx_identity
8518,xlsx_supplier_cooperat_company,name:德阳市泸沣商贸有限公司,德阳市泸沣商贸有限公司,0,1,create_new_xlsx_identity
8519,xlsx_supplier_cooperat_company,name:德阳市福宾加油站,德阳市福宾加油站,0,1,create_new_xlsx_identity
8520,xlsx_supplier_cooperat_company,name:德阳市自来水公司,德阳市自来水公司,1,1,create_new_xlsx_identity
8521,xlsx_supplier_cooperat_company,name:德阳市辽河建材物资有限公司,德阳市辽河建材物资有限公司,0,1,create_new_xlsx_identity
8522,xlsx_supplier_cooperat_company,name:德阳市金鸿混凝土有限公司,德阳市金鸿混凝土有限公司,0,1,create_new_xlsx_identity
8523,xlsx_supplier_cooperat_company,name:德阳开发区林创工程机械设备租赁经营部,德阳开发区林创工程机械设备租赁经营部,0,1,create_new_xlsx_identity
8524,xlsx_supplier_cooperat_company,name:德阳明源电力集团有限公司德为分公司,德阳明源电力集团有限公司德为分公司,0,1,create_new_xlsx_identity
8525,xlsx_supplier_cooperat_company,credit:91510600094952802K,德阳森元路面工程有限公司,0,1,create_new_xlsx_identity
8526,xlsx_supplier_cooperat_company,name:德阳森元路面工程有限公司,德阳森元路面工程有限公司,0,1,create_new_xlsx_identity
8527,xlsx_supplier_cooperat_company,credit:91510600314474102E,德阳欣宇玉诚商贸有限公司,0,1,create_new_xlsx_identity
8528,xlsx_supplier_cooperat_company,name:德阳正弘金属材料有限公司,德阳正弘金属材料有限公司,0,1,create_new_xlsx_identity
8529,xlsx_supplier_cooperat_company,credit:91510600MA68GJNMOM,德阳泰诚硕商贸有限公司,0,1,create_new_xlsx_identity
8530,xlsx_supplier_cooperat_company,name:德阳泰诚硕商贸有限公司,德阳泰诚硕商贸有限公司,0,1,create_new_xlsx_identity
8531,xlsx_supplier_cooperat_company,name:德阳经开物业管理有限公司,德阳经开物业管理有限公司,1,1,create_new_xlsx_identity
8532,xlsx_supplier_cooperat_company,name:德阳顺祥汽车维修服务有限公司,德阳顺祥汽车维修服务有限公司,0,1,create_new_xlsx_identity
8533,xlsx_supplier_cooperat_company,name:成都京东世纪贸易有限公司,成都京东世纪贸易有限公司,0,1,create_new_xlsx_identity
8534,xlsx_supplier_cooperat_company,name:成都和顺德非融资性担保有限公司,成都和顺德非融资性担保有限公司,0,1,create_new_xlsx_identity
8535,xlsx_supplier_cooperat_company,credit:91510105095268658M,成都宁锋商贸有限公司,0,1,create_new_xlsx_identity
8536,xlsx_supplier_cooperat_company,name:成都市筑信职业技能培训学校,成都市筑信职业技能培训学校,0,1,create_new_xlsx_identity
8537,xlsx_supplier_cooperat_company,credit:91510106MA6B8G0R6P,成都长红润晨建材有限公司,0,1,create_new_xlsx_identity
8538,xlsx_supplier_cooperat_company,credit:91650104MABP8Y575U,新疆凌新建筑工程有限公司,0,1,create_new_xlsx_identity
8539,xlsx_supplier_cooperat_company,credit:92510603MAC6255F36,旌阳区忠明工程机械设备租赁服务部.,0,1,create_new_xlsx_identity
8540,xlsx_supplier_cooperat_company,name:旌阳区瑞丰建材经营部,旌阳区瑞丰建材经营部,0,1,create_new_xlsx_identity
8541,xlsx_supplier_cooperat_company,credit:9251063MA6239GX25,旌阳区盛行办公设备经营部,0,1,create_new_xlsx_identity
8542,xlsx_supplier_cooperat_company,name:旌阳区盛行办公设备经营部,旌阳区盛行办公设备经营部,0,1,create_new_xlsx_identity
8543,xlsx_supplier_cooperat_company,credit:92510603MA63R7TD8E,旌阳区鑫宇建材经营部,0,1,create_new_xlsx_identity
8544,xlsx_supplier_cooperat_company,name:旌阳区非凡汽修部,旌阳区非凡汽修部,0,1,create_new_xlsx_identity
8545,xlsx_supplier_cooperat_company,name:昆玉市军鑫建筑工程机械设备租赁部,昆玉市军鑫建筑工程机械设备租赁部,0,1,create_new_xlsx_identity
8546,xlsx_supplier_cooperat_company,name:易德富,易德富,0,1,create_new_xlsx_identity
8547,xlsx_supplier_cooperat_company,name:杨永田,杨永田,0,1,create_new_xlsx_identity
8548,xlsx_supplier_cooperat_company,name:杭州网易竹邮科技有限公司,杭州网易竹邮科技有限公司,0,1,create_new_xlsx_identity
8549,xlsx_supplier_cooperat_company,name:格尔木信超工贸有限公司,格尔木信超工贸有限公司,0,1,create_new_xlsx_identity
8550,xlsx_supplier_cooperat_company,name:格尔木鑫源宏水泥制品厂,格尔木鑫源宏水泥制品厂,0,1,create_new_xlsx_identity
8551,xlsx_supplier_cooperat_company,name:段奕俊,段奕俊,0,1,create_new_xlsx_identity
8552,xlsx_supplier_cooperat_company,name:渝北区华航建材经营部,渝北区华航建材经营部,0,1,create_new_xlsx_identity
8553,xlsx_supplier_cooperat_company,name:渝北区翰维商贸经营部,渝北区翰维商贸经营部,0,1,create_new_xlsx_identity
8554,xlsx_supplier_cooperat_company,credit:92500112MAC7W2320D,渝北区鸣谦机械设备租赁站,0,1,create_new_xlsx_identity
8555,xlsx_supplier_cooperat_company,credit:91653122MA7780296C,疏勒县农村信用合作联社,0,1,create_new_xlsx_identity
8556,xlsx_supplier_cooperat_company,name:秦军,秦军,0,1,create_new_xlsx_identity
8557,xlsx_supplier_cooperat_company,name:米易县安怛工程机械租赁部,米易县安怛工程机械租赁部,0,1,create_new_xlsx_identity
8558,xlsx_supplier_cooperat_company,name:经开区圣罗纳地板销售部,经开区圣罗纳地板销售部,0,1,create_new_xlsx_identity
8559,xlsx_supplier_cooperat_company,name:绵竹市鑫鹏建筑设备租赁有限公司,绵竹市鑫鹏建筑设备租赁有限公司,0,1,create_new_xlsx_identity
8560,xlsx_supplier_cooperat_company,credit:91510700MA627FK65Y,绵阳源来志承油脂销售有限公司,0,1,create_new_xlsx_identity
8561,xlsx_supplier_cooperat_company,credit:91510700MA68LJFL9W,绵阳精运物流服务有限公司,0,1,create_new_xlsx_identity
8562,xlsx_supplier_cooperat_company,credit:91510724680409933M,绵阳鑫泰水泥制品有限公司,0,1,create_new_xlsx_identity
8563,xlsx_supplier_cooperat_company,name:罗江区吉兴建材经营部,罗江区吉兴建材经营部,0,1,create_new_xlsx_identity
8564,xlsx_supplier_cooperat_company,name:罗江区杜先平工程机械租赁部,罗江区杜先平工程机械租赁部,0,1,create_new_xlsx_identity
8565,xlsx_supplier_cooperat_company,name:胡俊,胡俊,0,1,create_new_xlsx_identity
8566,xlsx_supplier_cooperat_company,name:荣昌区创建建材经营部,荣昌区创建建材经营部,0,1,create_new_xlsx_identity
8567,xlsx_supplier_cooperat_company,credit:92500226MA612MPQ1J,荣昌区昌州街道如鸿挖掘机租赁站,0,1,create_new_xlsx_identity
8568,xlsx_supplier_cooperat_company,name:荣昌区金成消防器材经营部,荣昌区金成消防器材经营部,0,1,create_new_xlsx_identity
8569,xlsx_supplier_cooperat_company,name:西藏润森实业有限公司,西藏润森实业有限公司,0,1,create_new_xlsx_identity
8570,xlsx_supplier_cooperat_company,name:谭信坤,谭信坤,0,1,create_new_xlsx_identity
8571,xlsx_supplier_cooperat_company,name:赖宇轩,赖宇轩,0,1,create_new_xlsx_identity
8572,xlsx_supplier_cooperat_company,name:越西县创合广告传媒有限责任公司,越西县创合广告传媒有限责任公司,0,1,create_new_xlsx_identity
8573,xlsx_supplier_cooperat_company,name:越西县文琦租赁站,越西县文琦租赁站,0,1,create_new_xlsx_identity
8574,xlsx_supplier_cooperat_company,name:达娃次仁,达娃次仁,0,1,create_new_xlsx_identity
8575,xlsx_supplier_cooperat_company,name:邓世娇,邓世娇,0,1,create_new_xlsx_identity
8576,xlsx_supplier_cooperat_company,name:邓洪英,邓洪英,0,1,create_new_xlsx_identity
8577,xlsx_supplier_cooperat_company,name:邱杰,邱杰,0,1,create_new_xlsx_identity
8578,xlsx_supplier_cooperat_company,name:郭伦军,郭伦军,0,1,create_new_xlsx_identity
8579,xlsx_supplier_cooperat_company,name:重庆中达消防器材有限公司,重庆中达消防器材有限公司,0,1,create_new_xlsx_identity
8580,xlsx_supplier_cooperat_company,name:重庆丹金建材有限公司,重庆丹金建材有限公司,0,1,create_new_xlsx_identity
8581,xlsx_supplier_cooperat_company,name:重庆何怡建工程机械租赁有限公司,重庆何怡建工程机械租赁有限公司,0,1,create_new_xlsx_identity
8582,xlsx_supplier_cooperat_company,name:重庆兴农融资担保集团有限公司,重庆兴农融资担保集团有限公司,0,1,create_new_xlsx_identity
8583,xlsx_supplier_cooperat_company,name:重庆双腾幕墙装饰工程有限公司,重庆双腾幕墙装饰工程有限公司,0,1,create_new_xlsx_identity
8584,xlsx_supplier_cooperat_company,credit:91500106MA7N8AEE5U,重庆图南供应链有限公司,0,1,create_new_xlsx_identity
8585,xlsx_supplier_cooperat_company,name:重庆市津璧建筑劳务有限公司,重庆市津璧建筑劳务有限公司,0,1,create_new_xlsx_identity
8586,xlsx_supplier_cooperat_company,name:重庆市荣昌区光点广告经营部,重庆市荣昌区光点广告经营部,0,1,create_new_xlsx_identity
8587,xlsx_supplier_cooperat_company,credit:91500105798016529K,重庆建发建筑劳务有限公司,0,1,create_new_xlsx_identity
8588,xlsx_supplier_cooperat_company,name:重庆弘洋建筑工程质量检测有限公司,重庆弘洋建筑工程质量检测有限公司,0,1,create_new_xlsx_identity
8589,xlsx_supplier_cooperat_company,name:重庆扬升建筑劳务有限公司,重庆扬升建筑劳务有限公司,0,1,create_new_xlsx_identity
8590,xlsx_supplier_cooperat_company,credit:91500119MAACCOTR8C,重庆柯腾建筑劳务有限公司,0,1,create_new_xlsx_identity
8591,xlsx_supplier_cooperat_company,name:重庆汇智康机械设备租赁有限公司,重庆汇智康机械设备租赁有限公司,0,1,create_new_xlsx_identity
8592,xlsx_supplier_cooperat_company,name:重庆源顺建筑设备租赁有限公司,重庆源顺建筑设备租赁有限公司,0,1,create_new_xlsx_identity
8593,xlsx_supplier_cooperat_company,name:重庆迁源项目管理有限公司,重庆迁源项目管理有限公司,0,1,create_new_xlsx_identity
8594,xlsx_supplier_cooperat_company,name:重庆银鑫物业管理有限公司德阳分公司,重庆银鑫物业管理有限公司德阳分公司,0,1,create_new_xlsx_identity
8595,xlsx_supplier_cooperat_company,credit:91500000MACEL73C2P,重庆零零柒工程担保有限公司,0,1,create_new_xlsx_identity
8596,xlsx_supplier_cooperat_company,credit:92510106L846495386,金牛区浩辉建材经营部,0,1,create_new_xlsx_identity
8597,xlsx_supplier_cooperat_company,name:金蝶云科技有限公司,金蝶云科技有限公司,0,1,create_new_xlsx_identity
8598,xlsx_supplier_cooperat_company,name:锦泰财产保险股份有限公司,锦泰财产保险股份有限公司,0,1,create_new_xlsx_identity
8599,xlsx_supplier_cooperat_company,name:阳光财产保险股份有限公司绵阳中心支公司,阳光财产保险股份有限公司绵阳中心支公司,0,1,create_new_xlsx_identity
8600,xlsx_supplier_cooperat_company,name:阳光财产保险股份有限公司阿克苏中心支公司,阳光财产保险股份有限公司阿克苏中心支公司,0,1,create_new_xlsx_identity
8601,xlsx_supplier_cooperat_company,name:陈加国,陈加国,0,1,create_new_xlsx_identity
8602,xlsx_supplier_cooperat_company,name:陈帅,陈帅,0,1,create_new_xlsx_identity
8603,xlsx_supplier_cooperat_company,name:陈辉,陈辉,0,1,create_new_xlsx_identity
8604,xlsx_supplier_cooperat_company,name:零星材料,零星材料,0,1,create_new_xlsx_identity
8605,xlsx_supplier_cooperat_company,name:青白江华茂盛世建材经营部,青白江华茂盛世建材经营部,0,1,create_new_xlsx_identity
8606,xlsx_supplier_cooperat_company,name:魏杨雷,魏杨雷,0,1,create_new_xlsx_identity
8607,xlsx_supplier_cooperat_company,credit:91653127MA77702T48,麦盖提县盛源水利电力工程有限公司,0,1,create_new_xlsx_identity
8608,xlsx_supplier_cooperat_company,name:鼎信项目管理咨询有限公司,鼎信项目管理咨询有限公司,0,1,create_new_xlsx_identity
