legacy_record_id|SJBMC|DJBH|DJZT|XMID|XMMC|DKYH|DKZH|DKJE|DKRQ|HKRQ|DKSJ|DKLL|BZ|FJ|LRR|LRSJ|D_SCBSJS_DQLX|LX
05cd023a3e1e495686ba1ab0ded5ff68|贷款登记|DKDJ-20200414-002|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|50000.0000|2020-04-14 00:00:00|2020-12-31 00:00:00|261|12%|借公司款付材料款|056440483c934c33ad84f9f5a8d07176|文楠|2020-04-14 16:37:43|NULL|NULL
d83d93659165428c87c41d1b75dfa64c|贷款登记|DKDJ-20200415-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|199130.0000|2020-04-14 00:00:00|2020-12-31 00:00:00|261|18%|借公司款付钢材款|3d74ffa4e8bf4e25aced653b4e7753f7|文楠|2020-04-15 16:24:52|NULL|NULL
228f1e101e4f48dda57028553f596b98|贷款登记|DKDJ-20200422-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|470000.0000|2020-04-21 00:00:00|2020-12-31 00:00:00|254|18%|借公司款付钢材款|9f5f8b6e2ce8429ca99669167bb1a75e|文楠|2020-04-22 08:32:02|NULL|NULL
4146a796156e46a2bb1066d5dd093d0c|贷款登记|DKDJ-20200422-002|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|9000.0000|2020-04-15 00:00:00|2020-12-31 00:00:00|260|18%|借公司款付钢材运费|3f570bf3fcdf45ca961540292615d63e|文楠|2020-04-22 10:52:32|NULL|NULL
ea5f45e5190144aa97e106da7a24d85f|贷款登记|DKDJ-20200422-003|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|18268.0000|2020-04-14 00:00:00|2020-12-31 00:00:00|261|18%|借公司款付钢材款及运费|1d898b15e99048fda114a898da8167f1|文楠|2020-04-22 11:14:54|NULL|NULL
ecd08007419245beb840b7cf0725686d|贷款登记|DKDJ-20200422-004|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|4245.9000|2020-04-15 00:00:00|2020-12-31 00:00:00|260|18%|借公司款付钢材款|6f43346d3c3b4cf09630f33406f91346|文楠|2020-04-22 11:26:05|NULL|NULL
6ff4ed852c6c4ac186c4a4628d9be7b6|贷款登记|DKDJ-20200428-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|958793.6900|2020-04-28 00:00:00|2020-12-31 00:00:00|247|18%|借公司款付钢材款|c2627f350b134a76ae160bcb20d4e510|文楠|2020-04-28 08:49:50|NULL|NULL
ee7a6effdbc7449e8cd5c18628a0bf2d|贷款登记|DKDJ-20200428-002|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|726579.3400|2020-04-14 00:00:00|2020-12-31 00:00:00|261|18%|借公司款付钢材款|5f36b2a0dad14f7ca32d1438897b81bc|文楠|2020-04-28 16:04:48|NULL|NULL
c542d7c8cbaf432fa1ce26e3383d7106|贷款登记|DKDJ-20200430-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|29753.0000|2020-04-14 00:00:00|2020-12-31 00:00:00|261|18%|借公司款付钢材款|30502469eeae4e6d834b3a66b2b81f63|文楠|2020-04-30 14:59:01|NULL|NULL
f84aa81f6c8d49b5a0dbe1de01693be4|贷款登记|DKDJ-20200506-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/51001644205052505109|291025.0000|2020-05-06 00:00:00|2020-12-31 00:00:00|239|18%|借公司款付钢材款|e1b83d70744e410d9f6e5d9e1e11effb|文楠|2020-05-06 17:12:36|NULL|NULL
775778c50aba4774963d02d0c1bf73f0|贷款登记|DKDJ-20200506-002|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|100000.0000|2020-05-06 00:00:00|2020-06-05 00:00:00|30|18%|借公司款付材料款|ed7fcae0460d4cf4bef53c88dc7a01e7|文楠|2020-05-06 17:54:49|NULL|NULL
491d78631e72490d931d003c025076e2|贷款登记|DKDJ-20200507-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/51001644205052505109|45700.4000|2020-05-07 00:00:00|2020-12-31 00:00:00|238|18%|借公司款付钢材款|a714f8e3ec2d45a7b2609cf1fdc6a154|文楠|2020-05-07 14:23:09|NULL|NULL
97798f32e67e4820a7745a324d347497|贷款登记|DKDJ-20200512-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/51001644205052505109|300000.0000|2020-05-12 00:00:00|2020-12-31 00:00:00|233|18%|借公司款付钢材款|c1a8fa205b8743faa0420ec52b85d9ea|文楠|2020-05-12 16:56:09|NULL|NULL
a487e180fddf46c489520da114b84ca3|贷款登记|DKDJ-20200514-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|18742.4400|2020-05-14 00:00:00|2020-12-31 00:00:00|231|18%|借公司款付钢材款|ec920d96b60845048bbe330faf0389b4|文楠|2020-05-14 08:52:01|NULL|NULL
1daaf9c1ef874f079480d28746ca35de|贷款登记|DKDJ-20200514-002|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|480000.0000|2020-05-14 00:00:00|2020-12-31 00:00:00|231|18%|借公司款付钢材款|4c2f8a23dac043ac81f856fd16c565a2|文楠|2020-05-14 14:54:21|NULL|NULL
1e75f136af7c4f2e879748f1e7ac28c4|贷款登记|DKDJ-20200514-003|2|292584f7b81f40579ab90504983a05fc|蓬溪县汽车城二期建设项目||胡俊/6225613300000009183|300000.0000|2019-10-25 00:00:00|2020-12-31 00:00:00|433|24%|借公司现金|c09345d16e144968b9746204d94cfcc1|文楠|2020-05-14 16:02:07|NULL|NULL
1a73c4006726438b9839cc43c9e1f1ca|贷款登记|DKDJ-20200514-004|2|292584f7b81f40579ab90504983a05fc|蓬溪县汽车城二期建设项目||四川保盛建设集团有限公司/1001 1000 0000 1931|380173.0000|2019-08-08 00:00:00|2020-10-12 00:00:00|431|24%|借公司款交履约保证金|e614768cea5344db91d39150517d42b6|文楠|2020-05-14 16:03:22|NULL|NULL
15d1673e74d94999a84f0ec1e9d3a2e5|贷款登记|DKDJ-20200515-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|10147.0000|2020-05-15 00:00:00|2020-12-31 00:00:00|230|18%|借公司款付钢材款|24726d3e100843d7882565b976743d7b|文楠|2020-05-15 16:15:22|NULL|NULL
e9605f2c75b345688224586f73654466|贷款登记|DKDJ-20200518-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|530000.0000|2020-05-18 00:00:00|2020-12-31 00:00:00|227|18%|借公司款付钢材款|3d85c19c8faa46f294882c08a1d3c519|文楠|2020-05-18 15:09:31|NULL|NULL
a44cfa786bf74e3081e7706fac83a7ed|贷款登记|DKDJ-20200521-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|21723.5800|2020-05-21 00:00:00|2020-12-31 00:00:00|224|18%|借公司款付钢材款|10cfdbfcc0e44b7ba4d93e7cabf094db|文楠|2020-05-21 15:26:47|NULL|NULL
90ce105161814f04a4f60f88cd73bbb7|贷款登记|DKDJ-20200522-001|2|6299baaa7579423e84de319c9cb57447|宁南县土地增减挂钩项目-红星乡双合村2组安置点室外总平项目||四川利龙建筑工程有限公司/1701150000002736|100000.0000|2020-05-22 00:00:00|2020-06-21 00:00:00|30|18%|陈定能借公司款，用于付民工保证金|2c8676d8373f4fc49a61fb89edc5dc4e|文楠|2020-05-22 10:19:40|NULL|NULL
131deac5ddce4b1d967b0d53cc7a2726|贷款登记|DKDJ-20200527-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2020-05-27 00:00:00|2020-12-31 00:00:00|218|12%|借公司款付材料款|742f91b18fd44ce0843a5331a38d9a0e|文楠|2020-05-27 16:06:57|NULL|NULL
a994ce0c7fb9452b86ac1add322e2fc5|贷款登记|DKDJ-20200601-001|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|50000.0000|2020-03-04 00:00:00|2020-12-31 00:00:00|302|18%|借公司款付材料款|9d96525aee9e40f686fc207bfdd495cb|文楠|2020-06-01 14:15:26|NULL|NULL
1d5ae7621aa7412d96a899d3cc31ad6a|贷款登记|DKDJ-20200601-002|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|50000.0000|2019-11-20 00:00:00|2020-01-30 00:00:00|71|18%|补录2019年借款,借公司款付人工费|f93b0b20ecc34ea087231c27e281bd21|文楠|2020-06-01 14:17:38|NULL|NULL
ea28e539e2614d958b2d19cf6107414c|贷款登记|DKDJ-20200602-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|70244.2000|2020-06-02 00:00:00|2020-12-31 00:00:00|212|18%|借公司款付水电费|d79e270cfca74e5f94c37cf0059fffa5|文楠|2020-06-02 14:21:00|NULL|NULL
dd3fa59958ff40cd920fe9064990f35b|贷款登记|DKDJ-20200604-001|2|7fa2733fb3d34cc6a7870d625504a391|宁南县骑骡沟镇曹家营、董家龙潭饮用水源地保护工程施工合同||四川保盛建设集团有限公司/1001 1000 0000 1931|34835.9700|2020-06-04 00:00:00|2020-12-31 00:00:00|210|12%|借公司款付人工费|951bfd81ded44be79ff16ae9cb10ec09|文楠|2020-06-04 14:04:15|NULL|NULL
9fe7f4731368427d95082581912f4352|贷款登记|DKDJ-20200615-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|570000.0000|2020-06-15 00:00:00|2020-12-31 00:00:00|199|18%|借公司款付钢材款|b86bce93ff3e4600aaa8f911a7af7508|文楠|2020-06-15 11:01:55|NULL|NULL
d26f00dd542343e5bcc70fd789b5deb0|贷款登记|DKDJ-20200616-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|64772.1000|2020-06-16 00:00:00|2020-12-31 00:00:00|198|18%|借公司款付钢材款|9b109b84aeb24815901d622a292c6394|文楠|2020-06-16 14:08:52|NULL|NULL
ab8ee87edb80465dad61dae5fa598d12|贷款登记|DKDJ-20200624-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2020-06-24 00:00:00|2020-12-31 00:00:00|190|18%|借公司款付备用金|91149bb549d34be3a76fa14446f2a5fa|文楠|2020-06-24 14:57:58|NULL|NULL
5f7a5da52d014061adcb3c1b722c6e0c|贷款登记|DKDJ-20200624-002|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|100000.0000|2020-06-24 00:00:00|2020-07-24 00:00:00|30|18%|借公司款付材料款、人工费|5981c3e947f040b3b9a56fb387e36287|文楠|2020-06-24 15:41:58|NULL|NULL
f6dfb707fb114be2834d57ec651a06e1|贷款登记|DKDJ-20200707-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|6992.0000|2020-05-15 00:00:00|2020-12-31 00:00:00|230|18%|借公司款付钢材款|b474de8689b44ee6a95c45b58df98163|文楠|2020-07-07 08:58:05|NULL|NULL
74693c1f602945b199bdd0b453c2f2f0|贷款登记|DKDJ-20200709-001|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|730000.0000|2020-07-09 00:00:00|2020-12-31 00:00:00|175|18%|借公司款付混凝土款|1fe20a25a5c649aabd4c5ebc8f623fd5|文楠|2020-07-09 15:41:52|NULL|NULL
0b6b51ff4a224c85a0cf2ec483bb8322|贷款登记|DKDJ-20200723-001|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|100000.0000|2020-07-23 00:00:00|2020-12-31 00:00:00|161|18%|借公司款付材料款|b293d7e92a774f56b8fd63486ce6d328|文楠|2020-07-23 08:37:48|NULL|NULL
a2b3ddb293344dfe808016f2f24775a0|贷款登记|DKDJ-20200731-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-07-31 00:00:00|2020-12-31 00:00:00|153|18%|借公司款付混凝土款|422aa6d6bf284626a80d075de7461474|焦玲|2020-07-31 15:16:35|NULL|NULL
c8661b9b5fd64bc9967335b674eaf58d|贷款登记|DKDJ-20200810-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-08-10 00:00:00|2020-12-31 00:00:00|143|12%|借公司款付材料款|80c37dc5398f4091bece0d06eb630ef8|文楠|2020-08-10 08:39:11|NULL|NULL
4dc7048a95c34eaba984273d0667d93d|贷款登记|DKDJ-20200810-002|2|083dc7e6eff54304a12207ffff366b91|西昌市安宁镇马坪坝幼儿园建设项目||四川利龙建筑工程有限公司/1701150000002736|30000.0000|2020-08-10 00:00:00|2020-12-31 00:00:00|143|18%|借公司款付材料款|bf2c51c33b0a4866ac9b7c6452f7101f|文楠|2020-08-10 08:43:37|NULL|NULL
4140626bcbdf4be085cd263c46585bb7|贷款登记|DKDJ-20200819-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|100000.0000|2020-08-19 00:00:00|2020-12-31 00:00:00|134|18%|借公司款付铝合金门窗款|fb943a1f36f24d05836f658d1e5657ff|文楠|2020-08-19 17:20:21|NULL|NULL
011693b39cd346b48616f9251b6d3722|贷款登记|DKDJ-20200820-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|74274.0000|2020-08-20 00:00:00|2020-12-31 00:00:00|133|12%|借公司款付材料款|d23341417f2142ceb83d25cc9c795e3c|文楠|2020-08-20 15:37:55|NULL|NULL
e3fe22b9917b44dd83c807043c2c8206|贷款登记|DKDJ-20200921-001|2|bc8a3285e9af4dcda5895313440be16a|九寨沟县漳扎镇小学校等灾后重建项目部（1）||四川保盛建设集团有限公司/1001 1000 0000 1931|19000.0000|2020-09-21 00:00:00|2020-12-31 00:00:00|101|18%|借公司款预交税金|e552c913cba3497fb3f2dd136fe6ca8d|文楠|2020-09-21 16:01:13|NULL|NULL
35b9d4c2175746c69f9cf5dde6a33816|贷款登记|DKDJ-20200927-001|2|4b89ee16cc58497bac061d8ae5fddd82|雅瑶东路教育设施建设项目（雅瑶东路小学）||四川保盛建设集团有限公司/1001 1000 0000 1931|300000.0000|2020-09-27 00:00:00|2020-12-31 00:00:00|95|12%|借公司款付材料款|c9135b76457440b78eab9de928869027|文楠|2020-09-27 14:24:17|NULL|NULL
658bb515ee564700a5499ed2ace979d5|贷款登记|DKDJ-20201014-002|2|e198e1afc1324069844bfe3a310cfe91|誉城国际一期二批次||四川保盛建设集团有限公司/1001 1000 0000 1931|101357.7500|2020-10-14 00:00:00|2020-12-31 00:00:00|78|18%|借公司款付水电费|bd83a492193f4803aee8dabaa885963c|文楠|2020-10-14 12:38:15|NULL|NULL
cd3c1874e1294652a9ab1e0aa3f07c7d|贷款登记|DKDJ-20201014-003|2|11e56ccc546e4532a323597457133e8c|古蔺双沙陈坪等3个村18年脱贫攻坚饮水项目||四川保盛建设集团有限公司/1001 1000 0000 1931|74398.6100|2020-01-21 00:00:00|2020-08-18 00:00:00|210|18%|借公司款付人工费、税金|8009d1bedf754f52b17a9f168dbfbe36|文楠|2020-10-14 17:52:34|NULL|NULL
c1f6c51f77f7470c9e51bff3d8997ced|贷款登记|DKDJ-20201020-002|2|4f8d48ca33fc442a8577308228eea07e|大興壹號售楼部装修项目||四川保盛建设集团有限公司/1001 1000 0000 1931|180600.0000|2020-10-20 00:00:00|2020-12-31 00:00:00|72|24%|借公司款付材料款|75cd698dac0f44d4827283047b9b61ea|文楠|2020-10-20 14:49:24|NULL|NULL
5323d696c77b4f71b348de61dde64728|贷款登记|DKDJ-20201021-001|2|12dc2d35442c43f481d6e3880f8a306e|德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程青衣江路公园剩余工程||四川保盛建设集团有限公司/1001 1000 0000 1931|100000.0000|2020-10-21 00:00:00|2020-12-31 00:00:00|71|18%|借公司款付人工费|7240b1213afa43f4be4af7320cc13da4|文楠|2020-10-21 15:05:38|NULL|NULL
553268a91e074271ab4e1ccd420ac693|贷款登记|DKDJ-20201023-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|44182.0000|2020-10-23 00:00:00|2020-12-31 00:00:00|69|18%|借公司款付材料款|d4d8e54dc2b146188e55b6e8e042956a|文楠|2020-10-23 17:07:10|NULL|NULL
eb79c01b07634e84a95b55244f2f2665|贷款登记|DKDJ-20201102-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2020-11-02 00:00:00|2020-12-31 00:00:00|59|18%|借公司款付材料款|b9cd31a539054814b60ae7baf2bbd80e|文楠|2020-11-02 11:48:44|NULL|NULL
5bf51fe0deaa4987acc625dd3cebca7a|贷款登记|DKDJ-20201106-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|6500.0000|2020-11-06 00:00:00|2020-12-31 00:00:00|55|18%|借公司款付罚款|2cf74d8030c046418bac95c6f0c41f2c|文楠|2020-11-06 09:52:15|NULL|NULL
72c436af7c6b4ce3b5130cbc45506791|贷款登记|DKDJ-20201117-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|200000.0000|2020-11-17 00:00:00|2020-12-31 00:00:00|44|18%|借公司款付材料款（水泥）|02be320bd98341d4815a10e9a7f7545a|文楠|2020-11-17 11:38:54|NULL|NULL
997a1be711b34cba81e3a29fd1a5f1a0|贷款登记|DKDJ-20201118-001|2|bc8a3285e9af4dcda5895313440be16a|九寨沟县漳扎镇小学校等灾后重建项目部（1）||胡俊/6225613300000009183|34000.0000|2020-11-18 00:00:00|2020-11-20 00:00:00|2|18%|借公司款预交税金|98bedb6d522741d5a6dac36eb5c7232e|文楠|2020-11-18 14:02:30|NULL|NULL
7661ad1de04646a0884d84a8a213a616|贷款登记|DKDJ-20201202-001|2|ce7c47d08d88409da91cd433099d5cee|四川现代农业工程职业学院一期工程（10#教学楼、培训中心）||四川保盛建设集团有限公司/1001 1000 0000 1931|60000.0000|2020-12-02 00:00:00|2020-12-31 00:00:00|29|18%|借公司款付民工工资|d8fb9230a45c46009f55245fea415303|文楠|2020-12-02 17:48:18|NULL|NULL
80bc698a58f34758b8395f4da023cb0f|贷款登记|DKDJ-20201208-001|2|4ad2dea566464eba8851e0dd675d1583|布拖县2016年—2019年安全住房地质隐患应急抢险项目||四川保盛建设集团有限公司/1001 1000 0000 1931|108000.0000|2020-12-08 00:00:00|2020-12-31 00:00:00|23|18%|借公司款付材料款|7445d0b2039d4719b4755c52e152498d|文楠|2020-12-08 12:29:25|NULL|NULL
7e01a774f8b9480fbb241215ffa90a5a|贷款登记|DKDJ-20201221-001|2|64e0706eed044170b60295774f2fb924|梦溪苑商住项目外墙保温装饰一体板制作安装分包工程||四川保盛建设集团有限公司/1001 1000 0000 1931|1500000.0000|2020-12-21 00:00:00|2021-01-31 00:00:00|41|12%|借公司付材料款|177fe7fb733e46e182b54c61da9a72b3|文楠|2020-12-21 11:33:04|NULL|NULL
