id,legacy_partner_source,legacy_partner_id,name,legacy_partner_name,legacy_credit_code,legacy_tax_no,phone,email,customer_rank,supplier_rank
1285,cooperat_company,000e226a46684d79a5cf51575ef42283,中环城乡规划设计有限公司喀什第一分公司,中环城乡规划设计有限公司喀什第一分公司,91659003MABKYU1256,91659003MABKYU1256,,,1,1
1281,cooperat_company,00a084bb37be4f56a8cb562d100cea62,新疆腾鑫木业有限责任公司,新疆腾鑫木业有限责任公司,91659003MA7AAJCNXP,91659003MA7AAJCNXP,,,1,1
1675,cooperat_company,00d1ea906ba04f70807e684fefebf81e,绵阳市宇洁涛家政服务有限公司,绵阳市宇洁涛家政服务有限公司,92510703MA675L73,92510703MA675L73,,,1,1
1197,cooperat_company,00ecb80132bf46db924663d91c32b0a4,新疆亿达通环保科技有限公司,新疆亿达通环保科技有限公司,91653101MA7776FM6Q,91653101MA7776FM6Q,,,1,1
1647,cooperat_company,0112000d20ae4f9ba7df4cb55e0648cb,绵竹市土门镇展兴建材经营部,绵竹市土门镇展兴建材经营部,92510683MA65NY2U9P,92510683MA65NY2U9P,,,1,1
1569,cooperat_company,013c1b6645c14afd89b4845aba804157,旌阳区钉居建材经营部,旌阳区钉居建材经营部,92510603MACPNDD13M,92510603MACPNDD13M,,,1,1
1443,cooperat_company,0168b529f7ec4f72bc160bb3401bccfa,德阳开发区兴顺建材经营部,德阳开发区兴顺建材经营部,92510600MA6239Q9X6,92510600MA6239Q9X6,,,1,1
1399,cooperat_company,016e31f6f6754f2fae6351f0af58ba20,金牛区鑫世亮建材经营部,金牛区鑫世亮建材经营部,92510106MAACJ05E6T,92510106MAACJ05E6T,,,1,1
975,cooperat_company,0172e660838f47d7a5449386bd15baa0,绵阳德泽建材有限公司,绵阳德泽建材有限公司,91510700MA68EY6K6P,91510700MA68EY6K6P,,,1,1
903,cooperat_company,0198a2044da14b1190f5a947a1cb1d37,中江县飞凤建材有限公司,中江县飞凤建材有限公司,91510623MA67Q7U733,91510623MA67Q7U733,,,1,1
918,cooperat_company,01c176d216534eb4a4281a0a9896abc2,罗江友兴建材有限公司,罗江友兴建材有限公司,9151062668610T868X,9151062668610T868X,,,1,1
