legacy_contract_id,legacy_project_id,subject,direction,counterparty_text,exact_source_count,normalized_source_count,source_types,recovery_route,recovery_note
ea8b5a3055f041abb2362663c2396b0a,e8a559bf5ba24de8b25213c1b7be2a78,东莞市长安镇莞港跨境货物运输接驳点工程,out,中国建筑第四工程局有限公司,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
ea8d3b37657142c5aba044ec59d1ae54,560ae40a3f244039bc3e6944959d80f1,恒荣半岛北苑、东舍三期消防管网改造合同,out,六盘水金地嘉仁物业服务有限公司荣昌分公司,0,0,,partner_source_missing,counterparty text is not present in legacy company/supplier source exports
ec796ee5e80c4c518452f72d7e0e1058,4ecb23acaad749acb971656d3f92322b,仙足岛阜康医院前人行道改造项目,out,两岛街道仙足岛社区,0,0,,partner_source_missing,counterparty text is not present in legacy company/supplier source exports
ed0df78afb7b4fd8929b72fda4a845a9,335e9c88d30c46f6bdd970a80d241b00,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
ed4c9dc0b7b8414294a3e790f39ced85,462accb179fa48fa936ec1384f15cdc9,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
ee0c8f3da4a3464b8dd7eda71992aa9a,ef18f8708c5b493d841efc8c3f3c9fe9,广清城际轨道交通项目（花都段）安置区工程(狮岭镇前进安置区) 一期施工总承包项目,out,中国建筑第四工程局有限公司,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
ee566c3687b141afb48d1211f00c49b3,037fddc6219449c3840477989cc06f82,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
f0c0e51b9e4948baa362f8d1e6cda418,6b4e37cd90a94055a69de211efdab846,设备部-2025年度制冷机维护,out,中岗第二重型机械集团德阳万航模锻有限责任公司,0,0,,partner_source_missing,counterparty text is not present in legacy company/supplier source exports
f0f319b1222948368c4fbd1ab54bed83,5b60b4bec4114f6dbda0d2706c0fce0a,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
f37d8d01186f43ffaa4e07ef8a9eb04c,3e1ee921c69441e4abd84185189267dc,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
f3c0077b815746378c254ae1fb9002cc,3a74f431115c4b7ba18453ff63ba3053,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,out,中国建筑第四工程局有限公司,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
f436543292954c6cb14d56bf5288fad5,b4d056223bda427d8dff39113334ef37,【广清城际轨道交通项目（花都段）安置区工程（狮岭镇前进安置区）一期施工总承包】项目【市政道路】工程专业分包,out,中国建筑第四工程局有限公司,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
f4f22cdf69de4ba39c4afc5e7080c202,3ddb4ef7f09a4280b7ef904a6f6e5275,简乃华工程（八角卫生院项目）,out,德阳市旌阳区八角井镇卫生院,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
f70b6545baaf4cec983abbbf08bf0d60,9ebba094a48443a39dd7e1421da8dfbb,德阳市天韵文化发展有限公司天韵酒店锅炉房燃气报警系统安装,out,德阳市天韵文化发展有限公司天韵酒店,4,4,company|supplier,partner_source_combined_source_screen,counterparty exists across company and supplier sources
f77d0e3616294244948b016d7f817925,bc8a3285e9af4dcda5895313440be16a,补录老项目合同,defer,,0,0,,direction_defer_no_counterparty,own-company direction rule could not identify counterparty text
f835a1eed2174a279576482ada3d4d88,332807dc401e4bc5802578da12fe8d98,中国电信股份有限公司德阳分公司 2023-2024 年房屋零星维修 施工项目,out,中国电信股份有限公司德阳分公司,4,4,company|supplier,partner_source_combined_source_screen,counterparty exists across company and supplier sources
f94715fb36c445b4bd8d148c0bb6743f,93f06cd7b4224d759b02bd71317c00d9,2025年度钻前辅助工程及劳务项目第一标段2025年度西南油气分公司罗江、黄许、 扬嘉、孝感、和新、新中、柏隆、绵竹、双东地区钻前辅助工程分包项目,out,中石化西南石油工程有限公司油田工程服务分公司,0,0,,partner_source_missing,counterparty text is not present in legacy company/supplier source exports
fa7627a9ecf5459eb8c9f65cb41e9782,edd87052c5a044328e248bb6b8168598,德阳保利国际城中央花园A区二标段土建及水电安装总承包工程,out,中国建筑一局（集团）有限公司,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
fc1b2ec1e0a2497aa7d84c9b06f699bd,3ddb4ef7f09a4280b7ef904a6f6e5275,简乃华工程（八角卫生院项目）,out,德阳市旌阳区八角井镇卫生院,2,2,company,partner_source_recoverable_design_candidate,counterparty exists in one legacy partner source
fc940cc86d104e75a8f20542f30a5fd4,dd3c76208c3642b2a44c834db32f1f8f,广汉市城市更新城西片区城中村改造项目地基基础工程专业分包,out,四川定弘邦路桥工程有限公司,0,0,,partner_source_missing,counterparty text is not present in legacy company/supplier source exports
