run_id,contract_id,legacy_contract_id,legacy_project_id,project_id,partner_id,name,subject,type,state,line_count,is_locked,write_action_result
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1084,c062edacd7944af7a107dd95a0e640be,a3f1efed66944330a8825ac889c5cb86,2609,3666,CONIN2601047,充电式运输车辆集中充电整改合同补充协议,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1085,c071f565c8c44de0a1983128d62924f5,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2601048,庐山北路236号（自建房）苏杉分户工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1086,c0bee987ce694f0fbaec4a2eec1f0638,842ab5bb919d45ca9f23040dc3e34050,2518,4763,CONIN2601049,绵阳市安州区2025年制种大县项目-生产基地设施建设工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1087,c10118c174b34565addc3d9d3113f11e,d673283d7f064228aa3bcdb822c8d425,2741,5788,CONIN2601050,花都汽车产业基地二期荔红路建设工程勘察设计施工总承包项目K1+980~K3-395.23水稳工程劳务分包,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1088,c12393aba6834f3893768861844657dc,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2601051,“首府.花雨树”新建户表给水工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1089,c1333b59d1de471aa6f060282255e0d6,9ebba094a48443a39dd7e1421da8dfbb,2588,4431,CONIN2601052,德阳市奥林匹克后备人才学校省队市办高水平足球基地食堂燃气报警系统,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1090,c1637761ee1a43f09237bf7ddd1e9620,6b4e37cd90a94055a69de211efdab846,2444,3663,CONIN2601053,热处理厂-23#炉用水槽轨道改造,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1091,c18752c0e6bb4847bd12737dd83e8f12,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2601054,四川首昂科技有限公司新建总表工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1092,c1d2a91ea8054638ba61511ab846d84d,6b4e37cd90a94055a69de211efdab846,2444,5803,CONIN2601055,炼钢厂参观走道周围环境整治,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1093,c2414d6e346047f19ecaeb9a153dbe87,273ebc3fe2784a59b7a6aee30575081d,2234,4779,CONIN2601056,涪城区丰谷镇2025年大中型水库移民后期扶持资金项目（中央第一批）,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1094,c24f6f35fd7b4c689bf63881d4b1ea87,e0db577a23194699b7ea732cc08a2eb7,2774,5846,CONIN2601057,50万吨年食品级PET高分子新材料项目--110中控室、116办公楼、配套单体精装修劳务工程合同补充协议2,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1095,c26c886339714d19bf8e71bc1a44f822,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2601058,水之缘小区户表改造工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1096,c2bf19099ccc4d29bce9e0f61a92b685,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,CONIN2601059,2020年工程学院项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1097,c31b9c64656740f5b098b77280edc4f1,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2601060,广日股份数字化示范产业园新建总表工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1098,c326248e6d9b465c980380100af07678,00a4bb196d944fa5a8c56e3bd3f1e448,2107,4394,CONIN2601061,结算审核报告,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1099,c33482eda2af4f07a95b9639a208b1b4,2ec0da21560a45959b90a77d12866c51,2260,5799,CONIN2601062,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1100,c33b424c4dcd41448cabaf84ed833d5c,28b43ef4516445d8a54326b977288fba,2239,4962,CONIN2601063,重庆市璧山区青杠街道山洪沟整治项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST1000-NEXT200,1101,c36b8ef6562148dd844452e6001e3176,258b21f44ab54667a6829247d381d5a6,2227,5830,CONIN2601064,竣工结算审核书4344753.97,out,draft,0,False,created
