row_no,route,blockers,blocker_combo_sorted,legacy_partner_source,legacy_partner_id,partner_name,tax_number,dedup_key_type,dedup_key,sources,source_row_count,merge_strategy,dry_run_action,recommended_next_task
3610,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,2b7880b5f51a44f197e719bbeca54627,库尔班江·依明,653101198704220813,tax_number,653101198704220813,company,2,merge_by_tax_number,blocked,duplicate_group_screen
3914,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,2065c3cfd220467d905e94af24d0d542,重庆零零柒工程担保有限公司,91500000MACEL73C2P,tax_number,91500000MACEL73C2P,company,2,merge_by_tax_number,blocked,duplicate_group_screen
3957,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,8af9a8a0645a43339a13bd4914292904,重庆建发建筑劳务有限公司,91500105798016529K,tax_number,91500105798016529K,company,2,merge_by_tax_number,blocked,duplicate_group_screen
4102,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,051366f830e5470e921810647cd14fcb,重庆鑫亚坤新型环保建材有限公司,91500112MA5U9CX13R,tax_number,91500112MA5U9CX13R,company,2,merge_by_tax_number,blocked,duplicate_group_screen
4194,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,01013f0377d542408afa1a3064fda0b8,重庆柯腾建筑劳务有限公司,91500119MAACCOTR8C,tax_number,91500119MAACCOTR8C,company,2,merge_by_tax_number,blocked,duplicate_group_screen
4287,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,123017fa2bd8480bbd1469982b4682cf,重庆市夏禾装饰工程有限责任公司,91500227MA60T8GJ5U,tax_number,91500227MA60T8GJ5U,company,2,merge_by_tax_number,blocked,duplicate_group_screen
4466,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,83a869f5e471449e8557ea66d7a49364,四川长腾建筑劳务有限公司,91510100MA6CX53CXH,tax_number,91510100MA6CX53CXH,company,2,merge_by_tax_number,blocked,duplicate_group_screen
4503,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,3604cde05fcd460da21f288d5a2b1669,四川巨腾建筑工程有限公司,91510105MA639HPF82,tax_number,91510105MA639HPF82,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5080,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,9f4060e86dc84c51a945310f72863828,四川霖彬建材有限公司,91510600MA65L5CY5Y,tax_number,91510600MA65L5CY5Y,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5165,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,6ecf18c710224b74826d43ea91c17cbb,四川省第四建筑有限公司德阳云峰山路分公司,91510600MACYGD0P7A,tax_number,91510600MACYGD0P7A,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5183,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,17eee0ecbcad4949b77aab8709cec87a,四川名云百卓建筑工程有限公司,91510603MA68H72H9F,tax_number,91510603MA68H72H9F,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5207,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,c1819b9d1d38480f9c1d4b2b2d4ee235,德阳兴灏工程机械租赁有限公司,91510603MAC4FBRN40,tax_number,91510603MAC4FBRN40,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5215,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,4adc55547c984eb3ae877f9f6f5968d7,四川省鑫顺发机械租赁有限公司,91510603MAC7T29H5Y,tax_number,91510603MAC7T29H5Y,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5462,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,779a57086eb344d29ff40db12b40021b,绵阳源来志承油脂销售有限公司,91510700MA627FK65Y,tax_number,91510700MA627FK65Y,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5475,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,60c43354325648b6b6f74ac8bc3259c1,绵阳精运物流服务有限公司,91510700MA68LJFL9W,tax_number,91510700MA68LJFL9W,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5611,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,32dde2f56af8403d879e42fc9a012a92,北川创建工程机械租赁有限公司,91510726MA69K0WW0H,tax_number,91510726MA69K0WW0H,company,2,merge_by_tax_number,blocked,duplicate_group_screen
5952,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,cade41108364426da6cddcebc25850a7,新疆凌新建筑工程有限公司,91650104MABP8Y575U,tax_number,91650104MABP8Y575U,company,2,merge_by_tax_number,blocked,duplicate_group_screen
6017,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,2f7739ccaa0c4bd0b02ba2fa9cc18f2b,新疆纵源劳务分包有限公司喀什分公司,91653101MADJULAF5L,tax_number,91653101MADJULAF5L,company,2,merge_by_tax_number,blocked,duplicate_group_screen
6037,duplicate_group_screen,deduplicated_group_not_create_only,deduplicated_group_not_create_only,cooperat_company,086d19c2be754afeaac3e22b7507f62a,喀什新路美建材有限公司英吉沙县分公司,91653123599166612X,tax_number,91653123599166612X,company,2,merge_by_tax_number,blocked,duplicate_group_screen
