run_id,contract_id,legacy_contract_id,legacy_project_id,project_id,partner_id,name,subject,type,state,line_count,is_locked,write_action_result
ITER-2026-04-15-CONTRACT-POST600-NEXT200,684,757fefc8c4ab4326b2ab4ed41c600a57,6b4e37cd90a94055a69de211efdab846,2444,3663,CONIN2600647,模锻厂800MN冷却塔整治,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,685,75cffdcdd1f74cba80f45f63903d00a2,e50c5b8828a74dd5b84ea854d2256ab9,2789,4986,CONIN2600648,重庆机场护宾楼二层办公室改造项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,686,75d75a2ba30a4359bd1863529f9d1fc4,6b4e37cd90a94055a69de211efdab846,2444,5803,CONIN2600649,重机厂办公楼梯台整治,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,687,75e4074a028a4121a74aae355b2fefe6,f77d5a1eff67405982b3178110ab35b6,2843,5892,CONIN2600650,盾构机制造、总装调试及再制造项目区域工程厂房钢结构专业分包施工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,688,75e923cfa0f142c4ac13d80b3c60448e,6b4e37cd90a94055a69de211efdab846,2444,5047,CONIN2600651,热处理厂新增两台井式热处理电炉项目水管廊改造施工,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,689,7608a349e8a04658b5d2ee143630916c,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600652,旌阳区习艺巷49号直饮机分户工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,690,76152f0fb41049bc8336757df90873bf,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,CONIN2600653,运动场网子刷漆项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,691,761b631941034f18af8dcd9d32ab63fa,87f7752054484eb9988c3714e39102ad,2530,4079,CONIN2600654,三星堆旅游环线工业游基地基础设施改造项目（一期）设计施工总承包项目水泥稳定层、沥青路面专业分包,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,692,768a6ee1d2ab43f3a98c026086ac35aa,9ebba094a48443a39dd7e1421da8dfbb,2588,4513,CONIN2600655,成都师范学院德阳高级中学食堂燃气报警系统安装,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,693,76ad9bb0b4a3463096039990d622c8d2,e9ef3126e9594e518a5e518047574439,2802,5791,CONIN2600656,中江县小型汽车驾驶人考场建设,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,694,7721329724314952b0fc9d817063dd8c,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600657,久安·新坐标新建户表工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,695,773316a8049b41229b9571db0ba5b425,6b4e37cd90a94055a69de211efdab846,2444,3663,CONIN2600658,设备部-万航模锻2025年度零星维修,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-POST600-NEXT200,696,7741adc9c7e74a47be354cd0f92db76b,4ee72935ae304f56b051798722befec3,2362,5796,CONIN2600659,江陵路快速化改造一期工程PB0+560-PB1+180庞北恢复及拆除残桥工程,out,draft,0,False,created
