run_id,contract_id,legacy_contract_id,legacy_project_id,project_id,partner_id,name,subject,type,state,line_count,is_locked,write_action_result
ITER-2026-04-15-CONTRACT-NEXT200,284,23f858c3413942feb615c792d73d5eca,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600247,黄河村、红伏村部分村组关闭自备水工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,285,24148559247d4cb9a012606b89f91bd5,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600248,实验小学幼儿园宿舍户表改造工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,286,243a386199d64a40aa06b6ede9cf6af6,f63676e5d4b844eaaecbe42cc2218d75,2838,5894,CONIN2600249,德阳高新区万福棚户区改造工程一期一标段“8.11”特大暴雨灾后修复工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,287,245aa5a35b59458fbb3ee3647176b7b5,3ddc904f2c7b43d283abbfa56acf1c43,2306,3786,CONIN2600250,会理县2017年国家农业综合开发土地治理结余资金建设项目,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,288,2486735d2f224fb08a92a105b26dd99a,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,CONIN2600251,焊接车间人行道透水砖恢复,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,289,2499cc77a13a465598c7f9490b8d1042,e7d967ab98084a1bb1efdb2e0cd7674c,2795,4437,CONIN2600252,牡丹北苑修建建筑垃圾池,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,290,24b3c739ef97451ba3947cc02c3428c6,9997cf42719c4991a9ef015c49e0a94c,2576,4321,CONIN2600253,绵竹应急周转房项目3#点位,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,291,24d86f3d53bb4f629f39f0b1970333b1,14b62e4158d24596a0e04828e39362b5,2171,3682,CONIN2600254,旌北13#、14#地块(德阳北站 TOD 及配套基础设施项目)室外园林景观工程工程专业分包,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,292,24f4f2a991274fae92c655cb742b3258,f947d45769804682af3a6233ff0b5d0d,2846,3662,CONIN2600255,中国移动四川分公司巴中分公司2021-2022渠道维修采购项目框架协议,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,293,251b333f6d344326bab0043b5eb493c1,35d5e3007cae414ebdcf9b2dc65d84b4,2277,3996,CONIN2600256,万兴一品三组团区域景观土建工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,294,259a9fb49f77420a8f002090434209ca,b7f07bc4b72c4cd29b5d1b445b499386,2661,3935,CONIN2600257,健身器材高度位置调整,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,295,25ddf3fc95274a18aa09bc8e1bb9d9c1,896c436fa83944339095020270c16178,2535,5870,CONIN2600258,旌南小区消防蓄水池防水防漏维修工程施工合同,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,296,25f32b4bd2704a0fb9136ec5380f4b97,ec8e6e03ff4c40cfb4ce25cdddc7474e,2813,5871,CONIN2600259,五建.天府新城2、4、5号地块给水管道安装工程,out,draft,0,False,created
ITER-2026-04-15-CONTRACT-NEXT200,297,260f6b67f81e4841b2428cf130120e53,9ebba094a48443a39dd7e1421da8dfbb,2588,5886,CONIN2600260,德阳市自来水公司食堂燃气报警系统安装工程,out,draft,0,False,created
